"1","Nieuwe-1-pc-Voor-arduino-PL2303-Module-USB-Naar-RS232-TTL-PL2303HX-Converter-Module-Converter-Adapter.jpg_640x640.jpg","PartDB\Part","95","1","https://ae01.alicdn.com/kf/HTB1kwPga6vuK1Rjy0Faq6x2aVXa1/Nieuwe-1-pc-Voor-arduino-PL2303-Module-USB-Naar-RS232-TTL-PL2303HX-Converter-Module-Converter-Adapter.jpg_640x640.jpg","0","2019-04-13 17:33:12"
"2","3+jx+Wj99LNpiPJcR1ea0CtVtVJi14pm+vLF5D+6IcW6I1EQMA1Ad5hRDYAAFlzoOhYxBCVSoAAAAAAAAAA=","PartDB\Part","22","1","https://leobot.net/productimages/563.jpg","0","2019-04-13 17:44:30"
"3","Wemos%20D1%20mini%20lite%201.0.0%201-1000x1000.jpg","PartDB\Part","1","1","https://www.openhardware.io/uploads/59793d28a4812b2f291cb5e9/64/WeMosD1Mini.jpg","0","2019-04-13 17:43:04"
"5","LM75A","PartDB\Part","248","1","https://i.ebayimg.com/images/g/FQ4AAOSwkh9aa9-F/s-l225.jpg","1","2019-08-14 20:45:40"
"6","Bi-Color-Small-Matrix-1.jpg","PartDB\Part","156","1","https://cdn.sparkfun.com//assets/parts/4/7/2/Bi-Color-Small-Matrix-1.jpg","1","2019-08-14 20:47:43"
"7","TM1637.jpg","PartDB\Part","111","1","http://arduinolearning.com/wp-content/uploads/2015/12/TM1637.jpg","1","2019-08-14 20:48:55"
"8","ssd1306-128x64-pixel-oled-display-module-white.jpg","PartDB\Part","38","1","https://hobbycomponents.com/1559-large_default/ssd1306-128x64-pixel-oled-display-module-white.jpg","1","2019-08-14 20:49:39"
"9","Three-phase-rectifier-bridge-heap-SQL4010-SQL50A1000V-SQL50A-Parts-Accessories.jpg_640x640.jpg","PartDB\Part","190","1","https://ae01.alicdn.com/kf/HTB1GDIDrgMPMeJjy1Xbq6AwxVXaI/Three-phase-rectifier-bridge-heap-SQL4010-SQL50A1000V-SQL50A-Parts-Accessories.jpg_640x640.jpg","1","2019-08-14 20:50:38"
"10","KBPC5010-G.JPG","PartDB\Part","84","1","https://media.digikey.com/Photos/Comchip%20Tech%20Photos/KBPC5010-G.JPG","1","2019-08-14 20:51:18"
"11","Z","PartDB\Part","80","1","https://sigma.octopart.com/23844513/image/Everlight-EL817.jpg","1","2020-01-30 23:42:33"
"12","MX1508","PartDB\Part","250","1","http://www.techmonkeybusiness.com/images/Tech/MX1508_DC_Motor_Driver2.png","1","2019-09-19 10:08:34"
"13","N20 motor","PartDB\Part","251","1","https://images-na.ssl-images-amazon.com/images/I/61usw5N5qeL._SX425_.jpg","1","2019-09-19 10:14:25"
"14","SG90 beeld","PartDB\Part","13","1","https://www.martoparts.nl/Files/2/63000/63257/ProductPhotos/MaxContent/155957869.jpg","1","2019-09-19 10:17:54"
"15","beeld","PartDB\Part","169","1","https://www.tinytronics.nl/shop/image/cache/data/product-894/Motor-Shield-Voor-WeMos-D1-mini-I2C-Dual-Motor-Driver-TB6612FNG-1A-V1-0-0-200x200.jpg","1","2019-09-19 10:19:05"
"16","uln2003 beeld","PartDB\Part","252","1","https://cdn-reichelt.de/bilder/web/xxl_ws/A200/DIL-16.png","1","2019-09-19 15:47:17"
"17","MOS-6522","PartDB\Part","253","1","https://upload.wikimedia.org/wikipedia/commons/1/1a/Chip_MOS_6522_%28VIA%29.JPG","1","2019-10-08 22:48:41"
"18","ULN2803","PartDB\Part","104","1","https://sigma.octopart.com/23787897/image/Toshiba-ULN2803APG.jpg","1","2020-01-25 17:33:36"
"19","MAX487CPA","PartDB\Part","23","1","https://sigma.octopart.com/45231614/image/Maxim-Integrated-MAX487CPA%2B..jpg","1","2020-01-25 17:46:26"
"20","328P","PartDB\Part","9","1","https://sigma.octopart.com/18149108/image/Atmel-ATMEGA328P-PU.jpg","1","2020-01-25 17:54:25"
"21","6502AD","PartDB\Part","254","1","https://images-na.ssl-images-amazon.com/images/I/41gwZMLyJqL.jpg","1","2020-01-25 17:59:37"
"22","LM7805CV","PartDB\Part","73","1","https://www.ti.com/graphics/folders/partimages/LM340.jpg","1","2020-01-30 23:39:44"
"23","LM2575SX","PartDB\Part","239","1","https://sigma.octopart.com/82285660/image/Texas-Instruments-LM2575SX-5.0-NOPB-..jpg","1","2020-01-30 23:40:51"
"24","MOC3023","PartDB\Part","199","1","https://sigma.octopart.com/17980530/image/Lite-On-MOC3023.jpg","1","2020-01-30 23:43:25"
"25","AMS1117","PartDB\Part","180","1","https://www.ti.com/graphics/folders/partimages/LM1117.jpg","1","2020-01-30 23:46:48"
"26","IRF1404Z","PartDB\Part","244","1","https://sigma.octopart.com/176558/image/International-Rectifier-IRF1404ZPBF.jpg","1","2020-01-30 23:48:27"
"27","mosfet","PartDB\Part","42","1","https://sigma.octopart.com/45252644/image/International-Rectifier-IRL2703.jpg","1","2020-01-30 23:49:42"
"28","mosfet","PartDB\Part","189","1","https://sigma.octopart.com/79194848/image/Microchip-TC4420CPA..jpg","1","2020-01-30 23:50:41"
"29","thrysistor","PartDB\Part","240","1","https://sigma.octopart.com/18027544/image/International-Rectifier-IRS2304PBF.jpg","1","2020-01-30 23:51:37"
"30","LED1","PartDB\Part","193","1","https://sigma.octopart.com/19340314/image/Visual-Communications-VAOS-5050RGB-W1.jpg","1","2020-01-30 23:53:18"
"31","arm0","PartDB\Part","14","1","https://sigma.octopart.com/80081102/image/Microchip-ATSAMD21G18A-AU.jpg","1","2020-01-30 23:54:47"
"32","stm32","PartDB\Part","93","1","https://www.robotop.lv/2465-home/stm32-arm-arduino-mini-system-devboard-blue-pill-with-arduino-bootloader.jpg","1","2020-01-30 23:57:52"
"33","PAM8403","PartDB\Part","114","1","https://sigma.octopart.com/111398972/image/DFRobot-DFR0119.jpg","1","2020-02-01 22:18:29"
"34","LM386N","PartDB\Part","210","1","https://sigma.octopart.com/18161733/image/National-Semiconductor-LM386N-1-NOPB.jpg","1","2020-02-01 22:20:52"
"35","LM358P","PartDB\Part","31","1","https://sigma.octopart.com/18161733/image/National-Semiconductor-LM386N-1-NOPB.jpg","1","2020-02-01 22:21:50"
"36","LM324N","PartDB\Part","113","1","https://sigma.octopart.com/21819722/image/Texas-Instruments-LM324N.jpg","1","2020-02-01 22:23:26"
"37","HA17324","PartDB\Part","209","1","https://sigma.octopart.com/18981601/image/Hitachi-HA17324.jpg","1","2020-02-01 22:26:20"
"38","diode1","PartDB\Part","255","1","https://sigma.octopart.com/78391713/image/Vishay-1N4003-E3-54.jpg","1","2020-02-14 18:21:36"
"39","diode1","PartDB\Part","44","1","https://sigma.octopart.com/45210118/image/Fairchild-Semiconductor-1N4148.jpg","1","2020-02-14 18:27:08"
"40","diode1","PartDB\Part","234","1","https://sigma.octopart.com/125002522/image/Solid-State-Manufacturing-1N5810.jpg","1","2020-02-14 18:30:18"
"41","th2","PartDB\Part","241","1","https://sigma.octopart.com/78391941/image/WeEn-Semiconductors-BT152-600R%2C127.jpg","1","2020-02-14 18:34:13"
"42","tran1","PartDB\Part","221","1","https://sigma.octopart.com/86694636/image/ON-Semiconductor-2N3904TF.jpg","1","2020-02-14 18:40:58"
"43","tran1","PartDB\Part","222","1","https://sigma.octopart.com/86682224/image/ON-Semiconductor-2N3906BU.jpg","1","2020-02-14 18:42:03"
"44","fet","PartDB\Part","132","1","https://sigma.octopart.com/86689988/image/ON-Semiconductor-2N7000-D26Z.jpg","1","2020-02-14 18:43:30"
"45","trn","PartDB\Part","233","1","https://sigma.octopart.com/78391980/image/ON-Semiconductor-KSB772YSTU.jpg","1","2020-02-14 18:47:00"
"46","tran1","PartDB\Part","226","1","https://sigma.octopart.com/50478416/image/Fairchild-Semiconductor-KSC1815YTA.jpg","1","2020-02-14 18:48:52"
"47","tran1","PartDB\Part","223","1","https://sigma.octopart.com/45523776/image/Fairchild-Semiconductor-SS8050DTA..jpg","1","2020-02-14 18:57:25"
"48","tran1","PartDB\Part","224","1","https://sigma.octopart.com/136861645/image/Fairchild-Semiconductor-SS8550DTA.jpg","1","2020-02-14 18:58:50"
"49","tran1","PartDB\Part","236","1","https://sigma.octopart.com/78391898/image/ON-Semiconductor-TIP120G.jpg","1","2020-02-14 19:02:18"
"50","tran1","PartDB\Part","231","1","https://sigma.octopart.com/86688332/image/ON-Semiconductor-TIP122TU..jpg","1","2020-02-14 19:04:12"
"51","tran1","PartDB\Part","217","1","https://sigma.octopart.com/82501252/image/ON-Semiconductor-BC33716TA.jpg","1","2020-02-14 19:05:39"
"52","tran1","PartDB\Part","218","1","https://sigma.octopart.com/79959656/image/Motorola-BC327-25.jpg","1","2020-02-14 19:06:49"
"53","tran1","PartDB\Part","219","1","https://sigma.octopart.com/79959656/image/Motorola-BC327-25.jpg","1","2020-02-14 19:07:25"
"54","tran1","PartDB\Part","220","1","https://sigma.octopart.com/17933342/image/Multicomp-2N2907.jpg","1","2020-02-14 19:08:12"
"55","bre","PartDB\Part","129","1","https://sigma.octopart.com/137902904/image/mikroElektronika-MIKROE-1098.jpg","1","2020-02-14 19:09:20"
"56","bre","PartDB\Part","128","1","https://sigma.octopart.com/137902901/image/mikroElektronika-MIKROE-1097.jpg","1","2020-02-14 19:10:32"
"57","lora","PartDB\Part","109","1","https://sigma.octopart.com/134690992/image/Adafruit-Industries-3073.jpg","1","2020-02-14 19:11:35"
"58","bl1","PartDB\Part","108","1","https://i.pinimg.com/564x/1d/c0/e5/1dc0e5ceb3ccaa3ec9d09c4bff7f142b.jpg","1","2020-02-14 19:13:31"
"59","bat1","PartDB\Part","16","1","https://www.luchtbuks.net/uploads/monthly_02_2017/post-21194-1486817545,58_thumb.jpg","1","2020-02-14 19:14:57"
"63","ba","PartDB\Part","90","1","https://i.ebayimg.com/images/g/gLEAAOSwdHlc4F-D/s-l500.jpg","1","2020-02-14 19:21:01"
"64","tran1","PartDB\Part","256","1","https://sigma.octopart.com/86682224/image/ON-Semiconductor-2N3906BU.jpg","1","2020-02-18 21:15:40"
"65","tran1","PartDB\Part","257","1","https://sigma.octopart.com/21511021/image/STMicroelectronics-TIP41C.jpg","1","2020-02-25 20:33:17"
"66","tran1","PartDB\Part","258","1","https://sigma.octopart.com/79902656/image/STMicroelectronics-2SD882.jpg","1","2020-02-25 20:39:05"
"1","Bilder",NULL,NULL,"2019-04-12 22:11:51","0000-00-00 00:00:00"
"2","Datenblätter",NULL,NULL,"2019-04-12 22:11:51","0000-00-00 00:00:00"
"1","Capacitors",NULL,"0","0","0","0",,,,,"Alleen condensators","2019-04-12 22:17:57","2019-04-12 22:17:57"
"2","MOSFETs",NULL,"0","0","0","0",,,,,"alleen mosft through hole","2019-04-12 22:18:34","2019-04-13 08:57:36"
"3","Transistors",NULL,"0","0","0","0",,,,,"Transistor  through hole en SMD","2019-04-12 22:20:00","2019-04-13 08:57:52"
"4","ICs",NULL,"0","0","0","0",,,,,"IC chips","2019-04-12 22:20:44","2019-04-12 22:20:44"
"5","OpAmp ICs","4","0","0","0","0",,,,,"I2c surface mount","2019-04-12 22:21:21","2019-04-13 09:10:50"
"6","I2C ICs","4","0","0","0","0",,,,,"voor alle i2c","2019-04-12 22:22:17","2019-04-13 09:10:41"
"7","Timers ICs","4","0","0","0","0",,,,,"smchdtt","2019-04-12 22:23:15","2019-04-13 09:11:31"
"8","Power ICs","4","0","0","0","0",,,,,"TP4056 enz enz","2019-04-12 22:23:46","2019-04-13 09:11:02"
"9","MCUs",NULL,"0","0","0","0",,,,,"Compleet MCU zoals ESP8266 klaar voor gebruik","2019-04-12 22:24:27","2019-04-13 08:57:30"
"10","Motor en servo",NULL,"0","0","0","0",,,,,"Wat kan beweeg","2019-04-12 22:25:05","2019-04-12 22:25:05"
"11","Sensoren","103","0","0","0","0",,,,,"sensor, hitte, afstand enz.","2019-04-12 22:25:55","2019-08-14 20:40:24"
"12","Energie opslag",NULL,"0","0","0","0",,,,,"Batterijen","2019-04-12 22:33:05","2019-04-12 22:33:05"
"13","Batterijen","12","0","0","0","0",,,,,,"2019-04-12 22:33:57","2019-04-12 22:33:57"
"14","LiPO batterijen","13","0","0","0","0",,,,,,"2019-04-12 22:34:10","2019-04-13 00:14:16"
"15","LiOn batterijen","13","0","0","0","0",,,,,,"2019-04-12 22:34:33","2019-04-13 00:14:11"
"16","ESP8266","9","0","0","0","0",,,,,"Wifi chipset","2019-04-12 22:47:34","2019-04-12 22:47:34"
"17","ESP32","9","0","0","0","0",,,,,"ESP32 wifi","2019-04-12 22:48:09","2019-04-12 22:48:09"
"18","Arm Cortex","9","0","0","0","0",,,,,"Microbit en vrienden","2019-04-12 22:48:30","2019-04-13 17:26:34"
"19","Arduino","9","0","0","0","0",,,,,"Arduino uno, nano en Mega","2019-04-12 22:49:07","2019-04-12 22:49:07"
"20","FPGAs","9","0","0","0","0",,,,,"diverse FPGA","2019-04-12 22:49:26","2019-04-12 22:49:26"
"21","Dioden",NULL,"0","0","0","0",,,,,,"2019-04-12 23:04:56","2019-04-12 23:04:56"
"23","Serial communicatie ICs","4","0","0","0","0",,,,,,"2019-04-12 23:28:20","2019-04-13 09:11:18"
"24","Schakelaars",NULL,"0","0","0","0",,,,,,"2019-04-12 23:28:53","2019-04-13 08:57:40"
"25","SPDT","24","0","0","0","0",,,,,,"2019-04-12 23:29:06","2019-04-12 23:29:06"
"26","3-positie","24","0","0","0","0",,,,,,"2019-04-12 23:29:28","2019-04-12 23:29:28"
"27","Knoppen",NULL,"0","0","0","0",,,,,,"2019-04-12 23:29:42","2019-04-12 23:29:42"
"28","Drukknop momentary","27","0","0","0","0",,,,,"aan zolang je knop inhouden","2019-04-12 23:30:48","2019-04-12 23:30:48"
"29","Drukknop ingehoud","27","0","0","0","0",,,,,"knop blijf aan","2019-04-12 23:31:10","2019-04-12 23:31:10"
"30","LEDs",NULL,"0","0","0","0",,,,,,"2019-04-12 23:43:52","2019-04-12 23:43:52"
"31","LED throughole","30","0","0","0","0",,,,,,"2019-04-12 23:44:14","2019-04-12 23:44:14"
"32","LED smd","30","0","0","0","0",,,,,,"2019-04-12 23:44:28","2019-04-12 23:44:29"
"33","Displays",NULL,"0","0","0","0",,,,,,"2019-04-12 23:50:54","2019-04-13 08:57:24"
"34","e-Ink","33","0","0","0","0",,,,,,"2019-04-12 23:51:15","2019-04-12 23:51:38"
"35","OLED I2C","33","0","0","0","0",,,,,,"2019-04-12 23:51:55","2019-04-12 23:51:55"
"36","Micro servo","10","0","0","0","0",,,,,,"2019-04-12 23:53:15","2019-04-12 23:53:26"
"37","Motor algemeen","10","0","0","0","0",,,,,"algemeen motor","2019-04-12 23:53:46","2019-04-12 23:53:46"
"38","Lab apparatuur",NULL,"0","0","0","0",,,,,"voor gebruik in mijn lab","2019-04-12 23:56:40","2019-04-12 23:56:40"
"39","Snoertjes",NULL,"0","0","0","0",,,,,,"2019-04-13 00:15:01","2019-04-13 00:15:01"
"40","Breadbord",NULL,"0","0","0","0",,,,,,"2019-04-13 00:15:39","2019-04-13 00:15:39"
"41","Motor N20","37","0","0","0","0",,,,,,"2019-04-13 00:17:43","2019-04-13 00:18:50"
"42","Motor geel","37","0","0","0","0",,,,,,"2019-04-13 00:17:53","2019-04-13 00:18:42"
"43","Geluid ICs","4","0","0","0","0",,,,,,"2019-04-13 00:32:07","2019-04-13 09:10:44"
"44","Raspberry Pi",NULL,"0","0","0","0",,,,,,"2019-04-13 00:47:20","2019-04-13 00:47:20"
"45","Gelijkrichters",NULL,"0","0","0","0",,,,,,"2019-04-13 08:57:07","2019-04-13 08:57:14"
"46","Smoorspoelen",NULL,"0","0","0","0",,,,,,"2019-04-13 08:58:05","2019-04-13 08:58:05"
"47","Voltage regulators",NULL,"0","0","0","0",,,,,,"2019-04-13 09:05:09","2019-04-13 09:05:09"
"48","3,3v voltage regulators","47","0","0","0","0",,,,,,"2019-04-13 09:07:24","2019-04-13 09:07:24"
"49","5v voltage regulators","47","0","0","0","0",,,,,,"2019-04-13 09:07:33","2019-04-13 09:07:33"
"50","Zekeringen",NULL,"0","0","0","0",,,,,"polyfuses enz","2019-04-13 09:08:25","2019-04-13 20:55:23"
"51","IC voetjes","4","0","0","0","0",,,,,,"2019-04-13 09:17:31","2019-04-13 19:55:49"
"52","DC-DC stepdown 3,3v breakout","47","0","0","0","0",,,,,,"2019-04-13 09:23:54","2019-04-13 09:24:30"
"53","DC-DC stepdown 5v breakout","47","0","0","0","0",,,,,,"2019-04-13 09:25:07","2019-04-13 09:25:07"
"54","LCD displays","33","0","0","0","0",,,,,,"2019-04-13 09:29:24","2019-04-13 09:29:24"
"55","LED  display","33","0","0","0","0",,,,,,"2019-04-13 09:38:26","2019-04-17 17:14:48"
"57","Neopixel ring","30","0","0","0","0",,,,,,"2019-04-13 09:41:16","2019-04-13 09:41:16"
"58","Neopixel strip","30","0","0","0","0",,,,,,"2019-04-13 09:41:24","2019-04-13 09:41:24"
"59","Neopixel  SMDs","30","0","0","0","0",,,,,,"2019-04-13 09:43:56","2019-04-13 09:43:56"
"60","Isolatiemateriaal",NULL,"1","0","1","0",,,,,"Bijvb krmpkous","2019-04-13 10:13:41","2019-04-13 10:13:58"
"61","Schmidtt triggers","4","0","0","0","0",,,,,,"2019-04-13 10:35:34","2019-04-13 10:35:34"
"62","Hex Inverter, Schmitt Trigger","4","0","0","0","0",,,,,,"2019-04-13 10:35:43","2019-04-13 20:15:16"
"63","Nand gate","4","0","0","0","0",,,,,,"2019-04-13 10:37:53","2019-04-13 10:37:53"
"64","Capacitors gepolariseerd THT","1","0","0","0","0",,,,,,"2019-04-13 10:55:01","2019-04-17 23:31:00"
"65","Capacitors gepolariseerd SMD","1","0","0","0","0",,,,,,"2019-04-13 10:55:14","2019-04-13 10:55:14"
"66","Verbruiksartikelen",NULL,"0","0","0","0",,,,,"Flux,  soldeer pasta enz","2019-04-13 14:28:55","2019-04-13 14:28:55"
"67","Relay",NULL,"0","0","0","0",,,,,"aan uit met stroom","2019-04-13 15:19:19","2019-04-13 15:19:19"
"68","Relay  component","67","0","0","0","0",,,,,,"2019-04-13 15:20:14","2019-04-13 15:20:42"
"69","Relay  breakout","67","0","0","0","0",,,,,,"2019-04-13 15:20:31","2019-04-13 15:20:31"
"70","Batterijhouder","12","0","0","0","0",,,,,,"2019-04-13 16:30:12","2019-04-13 16:40:54"
"71","BMS","12","0","0","0","0",,,,,"Battery management system","2019-04-13 16:38:37","2019-04-13 16:38:53"
"72","Powerbank controller","12","0","0","0","0",,,,,,"2019-04-13 16:40:28","2019-04-13 16:41:03"
"73","NiCD","13","0","0","0","0",,,,,,"2019-04-13 16:41:25","2019-04-13 16:41:25"
"74","Optocoupler",NULL,"0","0","0","0",,,,,,"2019-04-13 16:45:28","2019-04-13 16:45:37"
"75","9v Alkaline","13","0","0","0","0",,,,,,"2019-04-13 17:03:39","2019-04-13 17:03:39"
"76","Zonnenpanelen","12","0","0","0","0",,,,,,"2019-04-13 17:06:29","2019-04-13 17:06:29"
"77","Programmer","9","0","0","0","0",,,,,"bijvb ST-Link V2 STM8 ","2019-04-13 17:29:00","2019-04-13 17:29:00"
"78","Weerstanden",NULL,"0","0","0","0",,,,,,"2019-04-13 17:54:40","2019-04-13 17:54:40"
"79","through hole weerstand","78","0","0","0","0",,,,,,"2019-04-13 17:55:10","2019-04-13 17:55:10"
"80","SMD weerstanden","78","0","0","0","0",,,,,,"2019-04-13 17:55:28","2019-04-13 17:55:28"
"81","Ttantalum capacitor","1","0","0","0","0",,,,,,"2019-04-13 18:00:39","2019-04-13 18:03:17"
"82","LED breakoutbord","30","0","0","0","0",,,,,,"2019-04-13 18:07:32","2019-04-13 18:07:32"
"83","Darlington","4","0","0","0","0",,,,,,"2019-04-13 18:43:20","2019-04-13 18:43:20"
"84","Shift registers","4","0","0","0","0",,,,,,"2019-04-13 18:48:31","2019-04-13 18:48:31"
"85","Piezzo Buzzers",NULL,"0","0","0","0",,,,,,"2019-04-13 19:26:45","2019-04-13 19:26:45"
"86","Communicatie",NULL,"0","0","0","0",,,,,,"2019-04-13 19:31:50","2019-04-13 19:31:50"
"87","Analoog","4","0","0","0","0",,,,,,"2019-04-13 20:19:35","2019-04-13 20:19:35"
"88","Potentiometers",NULL,"0","0","0","0",,,,,,"2019-04-13 20:23:48","2019-04-13 20:23:48"
"89","Fuses","50","0","0","0","0",,,,,,"2019-04-13 20:55:47","2019-04-13 20:55:47"
"90","Krimpkous","50","0","0","0","0",,,,,,"2019-04-13 20:56:07","2019-04-13 20:56:07"
"91","Multiplexers","4","0","0","0","0",,,,,,"2019-04-13 21:06:51","2019-04-13 21:06:51"
"92","Clock crystal",NULL,"0","0","0","0",,,,,,"2019-04-13 21:35:48","2019-04-13 21:35:48"
"93","Batterij componenten algemeen","13","0","0","0","0",,,,,,"2019-04-16 14:36:38","2019-04-16 14:36:38"
